Declaration ID,Date,Office ID,Process Type,Import Type,Import Use,Payment Type,Mode of Transport,Declarant ID,Importer ID,Seller ID,Courier ID,HS10 Code,Country of Departure,Country of Origin,Tax Rate,Tax Type,Country of Origin Indicator,Net Mass,Item Price,Fraud,Critical Fraud
95767336,2021-04-15,40,B,11,21,43,40,SWF9S4X,RY10NRC,F776F69,,7112919000,KR,KR,3.0,A,E,22549.0,1463430.1,0,0
63002178,2021-04-15,40,B,11,21,11,40,OZB7KED,W0O3PW2,GMSN837,,6210102000,CN,CN,5.2,FCN1,E,7080.0,662688.0,0,0
73300248,2021-04-15,40,B,11,21,11,10,NAQBR4A,1S7A9GO,CLOZI3I,,7321190000,CN,CN,5.6,FCN1,E,675.0,345262.5,0,0
58542933,2021-04-15,10,B,11,21,43,40,8ISFS79,FCZBF23,ZGWOGS8,,8528521000,US,IT,0.0,C,G,16.0,6198.4,1,1
32178541,2021-04-15,40,B,94,21,18,40,PF1L1IG,MPFK8XA,,MWIDNS,7602000000,JP,JP,0.0,A,E,20635.0,202223.00000000003,0,0
99666211,2021-04-15,41,B,11,21,43,40,SWF9S4X,UCPBR49,19EGF07,,6907409000,IT,IT,0.0,FEU1,E,300.0,2580.0,0,0
82318350,2021-04-15,40,B,11,21,14,40,PF1L1IG,L6RT3Q1,GTTZC39,W6UCD9,3818001000,KR,KR,0.0,C,G,0.4,1288.36,0,0
65555445,2021-04-15,40,B,11,21,11,40,E0AGTLM,LCXN3QI,0XZUR4L,,7104909010,JP,JP,5.0,A,E,0.1,119229.4,0,0
20256099,2021-04-15,10,B,11,21,43,10,5DVFQUR,8FGVW42,5HN97HM,77BN4M,3926909000,CN,CN,6.5,C,S,25.0,15.0,1,1
82047553,2021-04-15,20,B,11,21,11,10,H3RWZG0,XQQ58BN,7UXMIRC,,710802000,CN,CN,27.0,A,E,24000.0,7036800.0,0,0
85426701,2021-04-15,30,B,11,21,11,40,7KC9889,9TMDH1M,4VMRI9B,,8529909643,DE,VN,8.0,A,G,60.8,2377.28,0,0
97586436,2021-04-15,40,B,11,21,14,10,3L9AEFP,7BM2SGY,UCQ5F8A,,3926909000,CN,CN,3.9,FCN1,E,605.0,363.0,1,1
68735809,2021-04-15,20,B,11,21,11,10,DB9B0VN,05XSCCC,S3X4R5Y,,305593000,CN,RU,20.0,A,G,14000.0,14562800.0,0,0
29852197,2021-04-15,30,B,11,21,43,40,EI3O1IU,F1IJJO8,9T15NML,,3926909000,CN,CN,6.5,C,Y,134.0,80.39999999999998,0,0
51821225,2021-04-15,40,B,11,21,11,10,WBQKENF,E9PBWVN,VH8BK8T,,7602000000,JP,JP,0.0,A,E,99980.0,979804.0,0,0
49114692,2021-04-15,20,B,11,21,11,10,B372BYW,NXZGW6G,9XGQDBU,,4012209020,JP,JP,8.0,A,Y,14580.0,1685448.0,0,0
36642792,2021-04-15,33,B,11,21,43,40,IP2CUKX,B9CBII6,Z2L92KL,MWIDNS,8703239020,DE,DE,0.0,FEU1,Y,2095.0,20321.5,0,0
41273016,2021-04-15,40,B,11,21,43,40,GY045F5,5P44PNC,1T4ITV9,,4203101020,DE,PK,13.0,A,S,2.5,3908.75,0,0
67039240,2021-04-16,20,B,11,21,43,40,OZB7KED,ZH8J2V7,2IE8FFL,WUM0JN,8525803000,CN,CN,0.0,A,G,1664.7,758603.79,1,2
22930835,2021-04-16,40,B,11,21,11,40,F463TSU,VOHEI0T,,,710807000,VN,VN,27.0,A,G,48000.0,12729600.0,0,0
88052720,2021-04-16,16,B,11,21,11,10,8MTRQLF,07EHOLR,FAXQ3ST,,8474900000,DE,SE,0.0,C,B,1600.0,260640.0,0,0
53030676,2021-04-16,30,B,11,21,43,10,749ECRU,N7Z9761,2V556L3,,4012209020,JP,JP,8.0,A,B,13661.0,1579211.6,0,0
80504858,2021-04-16,40,B,87,21,11,40,7Y5OGPF,RO0HS4N,7PN0VA5,W6UCD9,9002111000,CH,KR,8.0,A,E,2.0,16787.6,0,0
32247632,2021-04-16,40,B,11,21,43,40,DWNJQL8,YFKE77S,H40BV8D,MWIDNS,6104620000,IN,IN,0.0,FIN1,E,17.7,16353.03,0,0
92240534,2021-04-16,16,B,89,21,14,90,LXUHUS8,SR0QPLC,JEV1Q6C,W6UCD9,6211331000,CN,CN,6.9,FCN1,S,250.0,48125.0,0,0
62369205,2021-04-16,30,B,11,21,11,40,65ORXQ9,Y16JOMP,Y353429,,8414599000,DE,CN,8.0,A,Y,50.0,3204.9999999999995,0,0
91770879,2021-04-16,20,B,11,21,11,10,JYSUW86,ILJK2HE,VIBGD9F,,8543704010,CN,CN,4.8,FCN1,G,1280.0,3642112.0,0,0
30300110,2021-04-16,30,B,11,21,11,40,UN8ZIU6,EC6SU3L,,,703101000,CN,CN,135.0,W2,G,24000.0,2272800.0,0,0
75423086,2021-04-16,40,B,11,21,11,40,F463TSU,OZJM9BC,LA0M603,,9405999000,US,US,8.0,A,E,0.4,13.68,0,0
50950776,2021-04-16,30,B,94,21,11,10,B575QI9,S2OIAC0,LJ2J4PE,,3403999000,NL,DE,0.0,FEU1,Y,450.0,226485.0,0,0
22249211,2021-04-16,40,B,94,21,43,40,OZB7KED,3XPWUVG,L1C0ICG,,9015300000,JP,JP,8.0,A,B,1.3,1240.3300000000004,0,0
79653365,2021-04-16,40,B,11,26,43,10,SC03Z0S,QWEZAXC,RQXMNIE,,9004109000,CN,CN,3.2,FCN1,E,16.9,1196.5199999999998,0,0
36349732,2021-04-16,30,B,11,21,0,40,F8KI8Y0,P28B2P6,8IW2535,W6UCD9,9404900000,CN,CN,4.8,FCN1,E,130.0,3003.0,0,0
33094803,2021-04-16,20,B,11,21,11,10,6V0LO4Q,KJM3U7H,6ZQTY16,,6404199000,CN,CN,13.0,A,G,105.0,28119.0,0,0
40143387,2021-04-16,40,B,11,11,11,10,K2LWY3B,OO4KKJ8,SYLGYVQ,,9401719000,CN,CN,0.0,C,Y,8352.2,2326922.9200000004,0,0
95103083,2021-04-16,40,B,11,21,11,10,626DNVO,J7XW27K,WF5Z9SF,,8517701029,HK,VN,0.0,CIT,E,0.4,84.92000000000002,0,0
77802068,2021-04-16,16,B,11,21,11,10,NZYZ967,JHEHLCS,KQBEAXF,,6402999000,VN,VN,0.0,FAS1,B,3705.0,380874.0,0,0
77493157,2021-04-16,40,B,11,21,43,10,30KWO4D,FHCVSUJ,Y3VRHUJ,,8308909000,CN,CN,8.0,A,B,68.0,1162.8000000000004,0,0
18682161,2021-04-16,40,B,11,21,11,10,31R3APF,9520QXU,RBC1071,,3502200000,US,US,0.0,FUS1,G,18000.0,23677200.0,0,0
39127828,2021-04-16,30,B,11,21,11,10,6QOE6PS,QJOVQ0S,Z5XJS4R,,6107210000,KH,KH,13.0,A,E,132.3,43037.19,0,0
60710938,2021-04-16,40,B,11,21,43,10,5K1441H,YWKV6EI,2JUMJC8,,8528729000,CN,CN,8.0,A,E,26.0,54275.0,0,0
53340779,2021-04-16,40,B,11,21,11,40,OZB7KED,QH6C3BD,Z64QME2,,9024109000,CA,CA,0.0,C,G,80.0,1227360.0,0,0
10248566,2021-04-16,16,B,11,21,18,10,WBQKENF,PA8UY9T,Z64QME2,,8504402019,VN,KR,2.0,C,Y,110.0,68959.0,1,1
29859367,2021-04-16,40,B,89,21,18,40,IBG3A46,HVAWQE1,WB3RK0N,,9505900000,CN,CN,8.0,A,E,146.0,4745.0,0,0
30257276,2021-04-16,30,B,11,21,11,10,6I8M76G,87D9BGT,PECPI5Y,,7117195000,JP,JP,8.0,A,G,0.5,15.6,1,1
58233754,2021-04-16,33,B,11,21,11,10,QM7LO7M,L0G5PV5,AK20CMW,,9506910000,CN,CN,2.4,FCN1,E,218.9,2977.04,0,0
61323910,2021-04-16,40,B,11,21,11,10,6LV96I6,HFPCP3D,N550FX7,,4911990000,MY,MY,0.0,A,S,2.0,5.4,0,0
77254677,2021-04-16,40,B,11,21,14,40,N12W66C,KJVQNWV,RDPNY9W,,8424209000,JP,JP,8.0,A,Y,3.0,7.5,0,0
70274567,2021-04-16,16,B,11,21,0,10,RFVR9PS,X4MIUU8,B2R58DL,,8471601090,CN,CN,0.0,CIT,Y,27.5,484.00000000000006,0,0
33545748,2021-04-16,40,B,11,21,11,10,R2ESN6V,U9BTZ2B,,,8504403010,VN,VN,0.0,FVN1,B,1040.0,226720.0,0,0
85448174,2021-04-16,62,B,11,21,14,10,1BDZYU4,V74KSNR,WQNKNRK,,8532290000,VN,KR,0.0,C,E,107.0,55543.7,1,1
29060670,2021-04-16,40,B,11,21,11,10,6T0AJ3G,GK5AG85,UX7G1ZF,,8414599000,HK,CN,8.0,A,Y,170.0,10896.999999999998,1,1
50288688,2021-04-16,40,B,11,21,43,40,DWNJQL8,1RZ4V98,LCDMQZL,,8531901000,CN,CN,0.0,C,E,7.7,18560.08,0,0
83247939,2021-04-16,16,B,11,21,11,10,Z9575WL,F7KJ0VT,KSI6U9R,,3204121000,CN,CN,0.0,FCN1,E,5000.0,3232500.0,0,0
82225577,2021-04-16,30,B,11,21,11,10,8FIQMFG,QAFWI20,EK5VY0I,,8418999000,CN,CN,0.0,FCN1,B,1627.0,141223.6,1,1
37288288,2021-04-16,30,B,11,21,11,10,3CJLNL0,U0IV1NP,BDNYCLH,,8471509000,CN,CN,0.0,C,B,2109.5,467676.15,0,0
25619174,2021-04-16,30,B,11,21,11,10,RXFFFCY,XK34B22,TN0ARO6,,3926901000,JP,JP,6.5,C,Y,0.4,12.64,0,0
43992662,2021-04-16,40,B,11,21,11,40,U8YJ1TN,ORUKBVJ,D40UNX5,,7315120000,NL,NL,0.0,FEU1,Y,1317.8,28332.7,0,0
17730190,2021-04-16,40,B,11,21,11,10,5GO2POQ,RYX1EZQ,SNX0OYO,,3809910000,DE,DE,0.0,FEU1,Y,240.0,43680.0,1,1
78107938,2021-04-16,30,B,11,12,11,40,0PRQNY7,CN0ZWJW,GKXN6ST,,3926909000,JP,JP,6.5,C,Y,11.0,6.6,0,0
81481487,2021-04-16,30,B,11,21,11,10,AZI5L7O,2U8BLA7,GFVFFGL,,710807000,CN,CN,27.0,C,E,119200.0,31611840.0,0,0
66466642,2021-04-16,40,B,11,21,11,40,3BTA0QN,CAUTXKO,KK7W6NX,,602909040,CN,CN,5.6,FCN1,B,11520.0,817920.0,0,0
65418621,2021-04-16,30,B,11,21,14,40,UFO3ZSU,D5HXKIQ,7TPOM7B,,8708999000,GB,GB,0.0,FEU1,S,0.5,3.5,0,0
47732164,2021-04-16,20,B,11,21,11,10,19E9FER,HVAWQE1,Z152UXX,,3822002099,JP,JP,8.0,A,Y,50.0,115270.0,0,0
69980272,2021-04-16,30,B,11,21,43,10,DM8H44I,3DZX9II,QLDM6V4,,8505909000,KR,DE,8.0,A,G,21.4,8741.9,0,0
30445081,2021-04-16,30,B,11,21,11,10,DOA1EGY,FSIS8ZP,1NYE9WJ,,9027802090,CH,CH,0.0,FEF1,S,8.0,26069.6,1,1
12440287,2021-04-16,10,B,11,21,14,40,7TTJVAJ,8YQUEYT,ZPHEZGK,,106203000,US,US,0.0,FUS1,S,30.0,88731.0,0,0
73461629,2021-04-16,10,B,94,21,43,10,YRETNU7,B26L9QH,Z8UMH9A,VVRZHC,203299000,CL,CL,0.0,FCL1,S,2068.2,819834.4799999999,0,0
35543487,2021-04-16,40,B,11,21,43,40,RWYXI0J,QMUGRNM,7RGB4I2,,2106909099,CA,CA,8.0,A,E,937.4,118581.1,0,0
55407698,2021-04-16,40,B,11,21,11,40,5ZMJCJR,EDWE5WL,8UQKA1W,,2916129000,JP,JP,6.5,C,E,16000.0,12920000.0,0,0
74230649,2021-04-16,20,B,11,21,43,40,9UJYLGT,O28P04K,,,9015805000,US,US,0.0,C,G,3.1,1110.11,0,0
48830087,2021-04-16,30,B,11,21,14,10,IBIGZ7F,9IUBBZG,H7G7RL6,,8209001090,CN,KR,8.0,A,S,20.0,36534.0,0,0
12015986,2021-04-16,20,B,11,21,43,10,6V0LO4Q,FNYO2E9,12EPQ76,,7315820000,CN,CN,0.0,FCN1,G,2770.0,1191100.0,1,1
29079894,2021-04-16,20,B,11,21,11,40,PF1L1IG,80SQK2I,ZFUYB4W,,8525802090,CN,CN,0.0,C,G,352.0,1197398.4,1,1
74865540,2021-04-16,33,B,11,21,11,10,X09KN33,5P0OALU,EAC6AWE,,3923290000,CN,CN,3.4,FCN1,E,714.0,5640.6,0,0
29769900,2021-04-16,20,B,11,21,11,10,6V8QPPW,PBP8NJH,V3N3ENP,,6204630000,JP,JP,13.0,A,S,3.0,197.4,0,0
90314819,2021-04-16,40,B,11,21,11,40,158PVN2,QOUL5G4,1DYTPT8,W6UCD9,9701101000,CN,US,0.0,A,B,20.0,8566.0,0,0
97246407,2021-04-16,20,B,11,21,11,10,A50EMTT,P7Y3MEF,8H2WY5L,,6110301000,JP,KR,13.0,A,B,11.0,1020.8,0,0
26217790,2021-04-16,20,B,11,21,11,10,BAIQVNM,1F32L0D,CBLR16R,,6307909000,HK,CN,10.0,A,E,25.4,58.42,1,1
69833093,2021-04-16,40,B,11,21,18,40,Q9ZG6R5,NL5Y953,PG2NVI4,VZIZJJ,6109101000,CN,CN,13.0,A,Y,4.8,74.88,0,0
41195750,2021-04-16,20,B,11,21,11,40,EK1IE52,HR70PMA,5KS4W1L,,204220000,TW,AU,6.7,FAU1,Y,1017.9,1034084.61,0,0
10942774,2021-04-16,20,B,11,21,11,10,G97T5DQ,GCITX99,SHX833E,,8703239020,DE,DE,0.0,FEU1,S,2200.0,21340.0,0,0
92774872,2021-04-16,20,B,11,21,11,10,D88DTE8,3VL3816,ZNA4205,,6804300000,CN,DE,8.0,A,S,7.0,618.1,0,0
24403465,2021-04-16,30,B,11,21,11,10,5K1441H,BICYU94,EI11V7R,,3926909000,US,US,0.0,FUS1,G,531.0,318.6,0,0
64126109,2021-04-16,16,B,11,21,11,10,5PDPMM1,DD31OR3,JXZTQ6A,,8517703039,CN,MY,0.0,CIT,Y,45.0,11596.5,0,0
63481326,2021-04-16,20,B,11,21,11,10,E0AGTLM,WX3TDB6,FQKH1PD,,9102119010,JP,JP,8.0,A,B,0.4,25.04000000000001,1,1
28783653,2021-04-16,13,B,87,21,18,50,6P5MXLM,NZB8CWV,8NOBBCZ,122XIE,9405999000,DE,DE,0.0,FEU1,G,10.0,342.0,0,0
48478492,2021-04-16,30,B,11,21,11,10,XCIAAPR,9A4PQ9O,Q4K49WS,,7323100000,CN,CN,0.0,FCN1,B,65.0,24680.5,0,0
83520442,2021-04-16,20,B,11,21,11,40,OZB7KED,LFP2VW7,KSNI03H,,8475909000,GB,GB,0.0,FEU1,Y,50.0,50950.0,0,0
57378406,2021-04-16,20,B,11,23,14,40,A9QKW2W,3YOXATZ,JW5G6WT,,2303301000,CA,US,0.0,FUS1,B,495133.0,53276310.8,0,0
99691756,2021-04-16,40,B,11,21,43,10,OZB7KED,JF3FDYN,7ZC8NJT,,2202992000,AU,AU,0.0,FAU1,Y,11361.6,2815404.4800000004,0,0
98027325,2021-04-16,16,B,11,21,11,40,R1SN9MH,YDZ8Y4O,IZH15EZ,,7117193000,CN,CN,8.0,A,S,1.4,51.38,0,0
63816409,2021-04-16,20,B,11,21,11,10,2FCWWX1,9VE8V9P,GCPNHU7,,8703239020,DE,DE,0.0,FEU1,Y,2100.0,20370.0,0,0
52432322,2021-04-16,40,B,11,21,43,40,K7LCQTZ,8U5RRVG,NT2A42Y,,8536699000,US,US,0.0,FUS1,Y,0.5,35.05,0,0
30478679,2021-04-16,40,B,11,21,11,40,K2UGEJV,J864BVB,,,9206009000,CN,CN,8.0,A,G,60.0,3486.0,0,0
90289863,2021-04-16,40,B,11,23,18,10,F2SS4WH,BMH6J4M,2ZW4S6J,,3303001000,IT,IT,0.0,FEU1,Y,30.0,6177.0,0,0
14080148,2021-04-16,30,B,11,21,11,10,EK1IE52,QKKL2PA,M0IVOZH,,206491000,BR,BR,18.0,C,B,15966.0,9774385.2,0,0
50216067,2021-04-16,60,B,15,23,11,90,6TYY58A,17YQFH4,ZJPQ1VE,,4407112000,NZ,NZ,0.7,FNZ1,G,39630.0,4054149.0,0,0
49682980,2021-04-16,40,B,29,11,14,40,8FIQMFG,C224WJX,P5NIGVT,30GFAP,9504400000,US,US,0.0,C,Y,808.0,122492.8,0,0
52547725,2021-04-16,20,B,11,21,11,10,WS7HRMI,ZDOV8SQ,RAMMQWT,,8511909000,CN,CN,3.2,FCN1,B,270.0,274995.0,0,0
91204031,2021-04-16,40,B,11,21,18,40,9MZY96M,0JSXPN0,2OQZJ37,VZIZJJ,9019202000,TW,TW,0.0,C,E,110.6,213800.86,0,0
66442815,2021-04-16,20,B,94,21,11,10,SPKIA9H,1JAK6BZ,OU8Y08X,,5204110000,IT,IT,8.0,A,G,0.4,41.56,0,0
91407179,2021-04-16,80,B,11,21,11,10,RJ7ALCT,LMXJA2M,08X2KK5,,8710009000,US,US,0.0,A,E,13.0,139976.19999999998,0,0
89182525,2021-04-16,20,B,11,21,11,10,DN7LBUR,WA5QEUA,IYTZZJV,,6403190000,JP,JP,13.0,A,B,6.5,11380.85,0,0
54552331,2021-04-16,30,B,11,21,11,40,62RAPC6,TFN07BN,Y353429,,3926909000,CN,CN,6.5,C,Y,1202.0,721.1999999999997,1,1
73239430,2021-04-16,20,B,94,21,11,40,W2APGFT,PKA6NPL,FBSVV34,W6UCD9,3822002020,GB,GB,0.0,C,G,6.6,9073.02,1,1
86208395,2021-04-16,40,B,87,21,43,40,DWNJQL8,JDQNL6F,HNFYU0V,W6UCD9,8544601090,US,US,0.0,FUS1,E,15.0,40366.5,0,0
62064667,2021-04-16,50,B,11,26,11,40,Y7GUHAF,GU2CUIA,POZ45MN,W6UCD9,3926909000,US,US,6.5,C,Y,12.0,7.1999999999999975,1,1
59565293,2021-04-16,40,B,11,21,11,40,T3TZ0DI,FY6BCXB,H9NE890,,8504409091,HK,CN,0.0,CIT,E,0.1,104.24,0,0
83418450,2021-04-16,13,B,11,21,11,10,ZKB0LAL,2VICVGQ,PBP2MYI,,901210000,JP,VN,8.0,A,Y,60.0,85950.0,1,1
41630112,2021-04-16,40,B,11,11,11,40,DB9B0VN,9YSALVZ,L49P9ZU,,9503003300,JP,CN,0.0,C,E,47.6,5845.28,0,0
22646199,2021-04-16,80,B,11,11,11,10,TI25Q2H,5CI57GE,FLY9FH4,JZQYAK,7324908000,CN,CN,8.0,A,E,23.0,2833.6,0,0
50723169,2021-04-16,140,B,11,15,14,40,CC802L0,9M1H2XJ,BIPMRKV,,7117199000,CN,CN,8.0,A,S,2.0,3.6,0,0
98517214,2021-04-16,40,B,11,21,11,10,DWNJQL8,PCW8KX7,5QSDB0R,,9405999000,AU,CN,8.0,A,Y,20.0,684.0,0,0
75999424,2021-04-16,13,B,11,28,14,10,9Z8AYH4,R8FSAYQ,42VLJD6,VZIZJJ,307522000,CN,CN,0.0,FCN6,B,12730.5,25117276.5,0,0
68661496,2021-04-16,20,B,11,21,11,10,LTMCLCO,BH5DTX2,7PN0VA5,,6205909000,DE,DE,13.0,A,S,9.0,877.5,0,0
17659404,2021-04-16,20,B,11,21,11,10,GLV0FEA,FW1OZFA,GLRBBGW,,8504319010,PH,PH,0.0,FAS1,G,0.0,0.0,0,0
23402196,2021-04-16,10,B,11,26,14,40,2XTFA74,MHFR8MW,RK51XVF,3JLK6O,3923300000,TW,TW,6.5,C,S,1728.0,17452.8,1,1
22944090,2021-04-16,40,B,11,23,14,40,34N25ZX,P7FBET1,IYVXAVY,,8542391000,SG,MY,0.0,C,Y,2.7,112.86,0,0
43483593,2021-04-16,10,B,86,21,43,10,UDIU8FW,2RE46W5,OIL9DDC,,3926909000,JP,JP,6.5,C,G,2.0,1.2,1,1
33059835,2021-04-16,20,B,11,21,11,10,MT7AHQR,2YREFSA,R9K2IA8,,6204630000,CN,CN,11.7,FCN1,Y,60.0,3948.0,0,0
32938096,2021-04-16,40,B,11,26,14,10,F463TSU,F0O2PIM,4QC013K,,9402908000,US,US,0.0,C,G,2.0,3050.0,0,0
77447659,2021-04-16,30,B,11,21,11,40,K2LWY3B,FAQBBWS,JQWRRSO,,8542311000,US,US,0.0,C,Y,0.1,202.82,0,0
85764613,2021-04-16,40,B,11,21,43,10,89L3UKQ,C8EGD8B,1KVEEON,,6205200000,US,CN,13.0,A,S,3.9,310.44,1,1
12370378,2021-04-16,40,B,11,21,11,10,DWNJQL8,NXZGW6G,DKGY9IR,,3402120000,JP,JP,8.0,A,S,100.0,48560.0,1,1
96219236,2021-04-16,20,B,93,21,43,10,C898ZEV,R6YIPGR,KMOT1OW,,7324908000,CN,CN,8.0,A,Y,54.6,6726.72,0,0
40527766,2021-04-16,20,B,11,21,11,10,6T0AJ3G,YJI04AA,0VVMNI1,,8413200000,CN,CN,0.0,FCN1,Y,240.0,2904.0,1,1
15256338,2021-04-16,40,B,11,21,11,10,E0AGTLM,0ZU0V8Q,NB1FFPO,,9615901000,CN,CN,8.0,A,E,1.0,2.9,0,0
64274102,2021-04-16,40,B,11,21,43,40,1XCM1XF,7MKRP2H,Z7F1QD6,MWIDNS,8205599000,US,US,0.0,FUS1,G,0.7,12.25,1,1
44997516,2021-04-16,20,B,11,21,11,10,OQY4ZUC,J35SP5L,TN5QAI9,,4205002900,US,CN,8.0,A,G,1.2,10.68,0,0
82555590,2021-04-16,40,B,11,21,11,40,92O5KCO,OJP7UUD,818J1DT,,7318220000,BE,FR,8.0,A,Y,0.0,0.0,0,0
27093303,2021-04-16,16,B,11,21,11,50,BMDTA5P,JZVUM9T,ZHR1CC1,,1704902090,MY,MY,8.0,A,B,44.9,27348.59,1,1
67302278,2021-04-16,20,B,11,21,43,40,OZB7KED,5EI9SX2,Z64QME2,,712391090,HK,CN,30.0,A,Y,18.0,44902.8,0,0
56047604,2021-04-16,40,B,11,21,43,10,U3U89DM,VKA8TZ5,8DGN8NK,W6UCD9,9405409000,CN,CN,8.0,A,Y,650.0,6695.000000000001,1,1
65562837,2021-04-16,40,B,11,21,11,10,I78QFXO,JOI16M2,ZJA5FS9,,4202199000,AT,IT,0.0,FEU1,E,0.4,6.920000000000001,0,0
33132836,2021-04-16,40,B,11,21,11,40,QZE38LM,O60AUS9,,,901110000,BR,BR,2.0,A,E,1020.0,622098.0,0,0
55239037,2021-04-17,16,B,11,21,11,10,43MSLZK,TE40BEL,2L2YRRT,,2815120000,DE,DE,8.0,A,E,2.0,1184.0,0,0
63835471,2021-04-17,30,B,11,21,14,10,R1SN9MH,9FDNQWE,L5LRREN,,6306220000,CN,CN,3.9,FCN1,B,121.0,847.0,0,0
43168642,2021-04-17,40,B,11,21,11,10,PF1L1IG,VQN5XR0,0DMMCY4,,4015909000,CN,CN,3.2,FCN1,G,91.2,35604.48,1,1
20593627,2021-04-17,40,B,11,11,43,10,WBQKENF,8OZ1RD1,ILUT01M,,9018501090,VN,KR,1.3,CIT,E,19.0,101247.2,1,1
39565168,2021-04-17,20,B,11,21,11,40,7DORHA7,UFDI4VY,0P3K7X9,,9003110000,CN,CN,8.0,A,Y,14.0,7019.5999999999985,0,0
16281919,2021-04-17,30,B,11,21,11,10,DN7LBUR,7KGLWW5,5FHJ8RZ,,1902191000,JP,JP,5.0,A,B,276.0,67482.0,0,0
50666037,2021-04-17,40,B,11,21,11,10,EJW9AY4,NN5F51T,USNDF3E,,9619001090,JP,JP,0.0,C,E,8.8,3485.680000000001,0,0
34606872,2021-04-17,16,B,94,11,14,40,Z9575WL,AI1JGDK,Z9JOC3F,,8204110000,GB,GB,0.0,FGB1,E,5.7,173.28,0,0
24858313,2021-04-17,30,B,11,21,11,10,FP0PREQ,IBUYGXB,I6PJM31,,3506999000,US,SG,6.5,C,G,23.9,3718.84,1,1
14471817,2021-04-17,20,B,11,21,11,10,PFINO77,L8MH65F,FEZZVJT,,7326909000,KR,US,8.0,A,G,2.0,3.0,0,0
79182019,2021-04-17,13,B,11,21,11,10,B372BYW,LT4BKNB,MEMTVH9,,9702001000,US,US,0.0,A,B,30.0,56901.0,0,0
33923517,2021-04-17,16,B,88,13,18,10,CCG16WC,7EQ5F4K,ND7VZAO,W6UCD9,6203430000,CN,CN,13.0,A,Y,1231.0,243245.6,0,0
36027620,2021-04-17,30,B,89,21,43,10,SM89FYN,TBG70IQ,LLP5ELD,MC8NDR,3405909000,TW,TW,6.5,C,Y,190.0,29887.000000000004,1,1
39850910,2021-04-17,20,B,11,11,11,40,B372BYW,VT2P0KZ,VAXU8MQ,,9026101000,HK,DE,0.0,C,Y,0.3,295.23,0,0
37200586,2021-04-17,30,B,11,11,43,40,P6M63I4,66QB4JR,DQM902Q,,6211499000,US,CN,13.0,A,S,15.4,2011.24,1,1
15991545,2021-04-18,10,B,15,21,11,10,MEIP9W0,N2NV3FS,IFQ9CCV,,6110301000,CN,CN,13.0,A,Y,9.0,835.1999999999997,0,0
62565639,2021-04-18,40,B,11,21,11,40,EP7VSQR,V0UTN69,5PBT67P,,9404900000,CN,CN,8.0,A,E,5.0,115.5,0,0
49429310,2021-04-18,13,B,11,21,11,10,4DPRBPO,TA5010A,5PBT67P,,301921000,HK,HK,0.0,A,Y,30.0,9860223.0,0,0
82124774,2021-04-18,30,B,11,21,11,10,SYGSI62,OKH8SGN,5PBT67P,,6913909090,CN,CN,4.2,FCN1,E,136.0,1428.0,1,1
26925694,2021-04-18,20,B,11,21,43,10,CHDHU6S,AGQ94TL,KMOT1OW,,8517701029,TW,TW,0.0,C,G,3.9,827.97,0,0
61044172,2021-04-18,40,B,11,21,11,40,OHE0O8U,E8WLELW,3NZJ6F4,,4202299000,CN,CN,8.0,A,E,15.7,628.0,1,1
92745399,2021-04-18,40,B,87,21,18,40,E0AGTLM,NKYJC53,UPPG3MB,MWIDNS,2005991000,CN,CN,20.0,A,E,6000.0,385200.0,0,0
81404132,2021-04-18,30,B,11,21,11,10,1XCM1XF,9YDXVV6,WZ2FG3T,,8471419000,FR,CZ,0.0,FEU1,G,10.0,66802.0,0,0
23776116,2021-04-18,30,B,11,21,11,40,YEVMXEV,BHKSV40,XV3ILUY,,9018909090,ES,KR,0.0,C1,Y,2.4,120.71999999999998,0,0
39492573,2021-04-18,20,B,11,21,14,40,NQH6N6A,HYNZF9A,J7TE4CK,,9405409000,DE,CN,8.0,A,B,6.4,65.92,0,0
87798536,2021-04-18,33,B,11,21,11,40,JV3ALRI,VGD9C3S,S8U4RC9,,710807000,CN,CN,27.0,A,S,12000.0,3182400.0,0,0
34257383,2021-04-18,16,B,11,21,43,10,6U4NFSX,BJGEC7J,NOEWSMN,,9031499000,CN,CN,0.0,CIT,G,42.0,185421.6,1,1
92286470,2021-04-19,30,B,11,21,11,10,1XFQZDH,RAH59A5,0MUXJE2,,6214900000,CN,CN,3.2,FCN1,S,53.0,7875.799999999997,1,1
40543447,2021-04-19,40,B,11,21,11,40,NB30P6B,MXYVI3A,,,8531809000,PH,PH,0.0,FAS1,Y,128.0,37836.8,0,0
43151731,2021-04-19,20,B,11,21,43,10,DMIWF1P,AX2WFP5,QOOP8MU,,3926909000,CN,CN,6.5,C,S,25.0,15.0,1,1
51491823,2021-04-19,10,B,11,26,11,10,2ODETN4,TV0OKCP,DZ0DP0C,,6306909000,CN,CN,3.9,FCN1,Y,124.0,3224.0,0,0
12749209,2021-04-19,20,B,11,21,11,10,RXUA5V5,KN70QBY,LF54V33,,8536909010,CN,CN,0.0,C,B,8988.0,1673565.6,0,0
39731413,2021-04-19,40,B,11,21,43,10,1U0VYZN,XKSIPQK,13FN8OP,,7007191000,CN,CN,8.0,A,E,30.0,699.0,0,0
83698971,2021-04-19,30,B,11,21,11,50,JJ1D4WY,SDYNWTD,DSM6TQF,,4418791000,VN,LA,8.0,A,Y,0.0,0.0,1,1
